order_id,customer_id,product_id,product_name,quantity,price,revenue,order_date,year,month,estimated_cost,profit,profit_margin,avg_order_value
3605,3626,28,Ice Cream,2,5.49,10.98,2025-05-26,2025,May,6.588,4.392,40.0,5.49
2748,1173,9,Dolce Shine Eau de,1,69.99,69.99,2025-05-26,2025,May,41.99399999999999,27.996000000000002,40.00000000000001,69.99
2259,1366,21,Cucumber,1,1.49,1.49,2025-05-26,2025,May,0.894,0.596,40.0,1.49
2503,4212,18,Cat Food,4,8.99,35.96,2025-05-26,2025,May,21.576,14.384,40.0,8.99
4663,2686,29,Juice,3,3.99,11.97,2025-05-26,2025,May,7.182,4.788,40.0,3.99
1331,3180,29,Juice,4,3.99,15.96,2025-05-26,2025,May,9.576,6.384,40.0,3.99
1705,1276,4,Red Lipstick,4,12.99,51.96,2025-05-27,2025,May,31.176,20.784000000000002,40.0,12.99
3781,2442,25,Green Bell Pepper,2,1.29,2.58,2025-05-27,2025,May,1.548,1.032,40.0,1.29
1793,4107,1,Essence Mascara Lash Princess,3,9.99,29.97,2025-05-27,2025,May,17.982,11.988,40.0,9.99
3445,4139,7,Chanel Coco Noir Eau De,2,129.99,259.98,2025-05-27,2025,May,155.988,103.99200000000002,40.0,129.99
2395,3698,19,Chicken Meat,3,9.99,29.97,2025-05-27,2025,May,17.982,11.988,40.0,9.99
2345,3888,3,Powder Canister,4,14.99,59.96,2025-05-27,2025,May,35.976,23.984,40.0,14.99
3149,1105,12,Annibale Colombo Sofa,2,2499.99,4999.98,2025-05-27,2025,May,2999.988,1999.9919999999997,40.0,2499.99
1620,1125,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2025-05-27,2025,May,23.987999999999996,15.992,40.00000000000001,19.99
2038,1306,8,Dior J'adore,3,89.99,269.97,2025-05-27,2025,May,161.982,107.98800000000003,40.00000000000001,89.99000000000001
3279,3976,24,Fish Steak,4,14.99,59.96,2025-05-27,2025,May,35.976,23.984,40.0,14.99
2356,4259,1,Essence Mascara Lash Princess,5,9.99,49.95,2025-05-27,2025,May,29.97,19.980000000000004,40.00000000000001,9.99
3668,1376,17,Beef Steak,4,12.99,51.96,2025-05-27,2025,May,31.176,20.784000000000002,40.0,12.99
103,4522,23,Eggs,5,2.99,14.95,2025-05-27,2025,May,8.969999999999999,5.98,40.0,2.9899999999999998
4776,2581,28,Ice Cream,4,5.49,21.96,2025-05-27,2025,May,13.176,8.784,40.0,5.49
110,1980,17,Beef Steak,1,12.99,12.99,2025-05-27,2025,May,7.794,5.196000000000001,40.0,12.99
3888,1118,10,Gucci Bloom Eau de,4,79.99,319.96,2025-05-27,2025,May,191.97599999999997,127.98400000000001,40.00000000000001,79.99
1127,2612,6,Calvin Klein CK One,4,49.99,199.96,2025-05-27,2025,May,119.976,79.98400000000001,40.0,49.99
1894,2162,22,Dog Food,2,10.99,21.98,2025-05-27,2025,May,13.188,8.792,40.0,10.99
2767,3721,7,Chanel Coco Noir Eau De,5,129.99,649.95,2025-05-27,2025,May,389.97,259.98,40.0,129.99
4221,4865,5,Red Nail Polish,5,8.99,44.95,2025-05-27,2025,May,26.970000000000002,17.98,40.0,8.99
4122,3066,11,Annibale Colombo Bed,3,1899.99,5699.97,2025-05-27,2025,May,3419.982,2279.9880000000003,40.0,1899.99
3321,4100,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-05-27,2025,May,4559.976,3039.9840000000004,40.0,1899.99
3202,4008,4,Red Lipstick,2,12.99,25.98,2025-05-28,2025,May,15.588,10.392000000000001,40.0,12.99
4677,4641,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2025-05-28,2025,May,959.9879999999999,639.9920000000001,40.0,799.99
3659,3418,18,Cat Food,1,8.99,8.99,2025-05-28,2025,May,5.394,3.596,40.0,8.99
3342,2598,29,Juice,3,3.99,11.97,2025-05-28,2025,May,7.182,4.788,40.0,3.99
976,4162,21,Cucumber,1,1.49,1.49,2025-05-28,2025,May,0.894,0.596,40.0,1.49
2770,2258,14,Knoll Saarinen Executive Conference Chair,5,499.99,2499.95,2025-05-28,2025,May,1499.9699999999998,999.98,40.0,499.98999999999995
599,3346,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2025-05-28,2025,May,959.9879999999999,639.9920000000001,40.0,799.99
839,2803,3,Powder Canister,2,14.99,29.98,2025-05-28,2025,May,17.988,11.992,40.0,14.99
2154,3294,4,Red Lipstick,1,12.99,12.99,2025-05-28,2025,May,7.794,5.196000000000001,40.0,12.99
2751,3752,27,Honey Jar,3,6.99,20.97,2025-05-28,2025,May,12.581999999999999,8.388,40.0,6.989999999999999
4519,3486,24,Fish Steak,5,14.99,74.95,2025-05-29,2025,May,44.97,29.980000000000004,40.0,14.99
2451,3625,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-05-29,2025,May,11.993999999999998,7.996,40.00000000000001,19.99
3045,4715,5,Red Nail Polish,2,8.99,17.98,2025-05-29,2025,May,10.788,7.192,40.0,8.99
2005,1031,18,Cat Food,3,8.99,26.97,2025-05-29,2025,May,16.182,10.788,40.0,8.99
959,1314,24,Fish Steak,5,14.99,74.95,2025-05-29,2025,May,44.97,29.980000000000004,40.0,14.99
1840,4789,30,Kiwi,1,2.49,2.49,2025-05-29,2025,May,1.494,0.9960000000000002,40.00000000000001,2.49
168,2127,4,Red Lipstick,2,12.99,25.98,2025-05-29,2025,May,15.588,10.392000000000001,40.0,12.99
3311,4125,7,Chanel Coco Noir Eau De,3,129.99,389.97,2025-05-29,2025,May,233.982,155.98800000000003,40.0,129.99
3417,2308,14,Knoll Saarinen Executive Conference Chair,5,499.99,2499.95,2025-05-29,2025,May,1499.9699999999998,999.98,40.0,499.98999999999995
3446,3068,1,Essence Mascara Lash Princess,2,9.99,19.98,2025-05-29,2025,May,11.988,7.992000000000001,40.0,9.99
3592,4681,20,Cooking Oil,3,4.99,14.97,2025-05-29,2025,May,8.982,5.988000000000001,40.00000000000001,4.99
1993,1253,19,Chicken Meat,4,9.99,39.96,2025-05-29,2025,May,23.976,15.984000000000002,40.0,9.99
1182,3258,22,Dog Food,5,10.99,54.95,2025-05-29,2025,May,32.97,21.980000000000004,40.00000000000001,10.99
2080,4257,23,Eggs,4,2.99,11.96,2025-05-29,2025,May,7.176,4.784000000000001,40.0,2.99
3892,4674,14,Knoll Saarinen Executive Conference Chair,5,499.99,2499.95,2025-05-29,2025,May,1499.9699999999998,999.98,40.0,499.98999999999995
207,1305,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-05-30,2025,May,479.99399999999997,319.99600000000004,40.0,799.99
2284,3892,24,Fish Steak,2,14.99,29.98,2025-05-30,2025,May,17.988,11.992,40.0,14.99
3889,2500,28,Ice Cream,1,5.49,5.49,2025-05-30,2025,May,3.294,2.196,40.0,5.49
156,4473,17,Beef Steak,5,12.99,64.95,2025-05-30,2025,May,38.97,25.980000000000004,40.0,12.99
4007,1663,14,Knoll Saarinen Executive Conference Chair,3,499.99,1499.97,2025-05-30,2025,May,899.982,599.988,40.0,499.99
4596,4382,17,Beef Steak,2,12.99,25.98,2025-05-30,2025,May,15.588,10.392000000000001,40.0,12.99
1376,1981,19,Chicken Meat,2,9.99,19.98,2025-05-30,2025,May,11.988,7.992000000000001,40.0,9.99
4881,1029,7,Chanel Coco Noir Eau De,4,129.99,519.96,2025-05-30,2025,May,311.976,207.98400000000004,40.0,129.99
4738,2767,30,Kiwi,2,2.49,4.98,2025-05-30,2025,May,2.988,1.9920000000000004,40.00000000000001,2.49
2106,4959,23,Eggs,4,2.99,11.96,2025-05-30,2025,May,7.176,4.784000000000001,40.0,2.99
1772,3574,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2025-05-31,2025,May,23.987999999999996,15.992,40.00000000000001,19.99
4585,2132,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-05-31,2025,May,479.99399999999997,319.99600000000004,40.0,799.99
1420,2187,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2025-05-31,2025,May,23.987999999999996,15.992,40.00000000000001,19.99
3442,1024,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2025-05-31,2025,May,959.9879999999999,639.9920000000001,40.0,799.99
2806,3155,26,Green Chili Pepper,3,0.99,2.97,2025-05-31,2025,May,1.782,1.1880000000000002,40.0,0.9900000000000001
3901,4528,29,Juice,1,3.99,3.99,2025-05-31,2025,May,2.394,1.596,40.0,3.99
4966,3091,26,Green Chili Pepper,2,0.99,1.98,2025-05-31,2025,May,1.188,0.792,40.0,0.99
2584,2405,11,Annibale Colombo Bed,3,1899.99,5699.97,2025-05-31,2025,May,3419.982,2279.9880000000003,40.0,1899.99
3778,2910,13,Bedside Table African Cherry,2,299.99,599.98,2025-05-31,2025,May,359.988,239.99200000000002,40.0,299.99
1800,4447,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2025-05-31,2025,May,1439.9820000000002,959.988,40.0,799.9900000000001
1006,3058,13,Bedside Table African Cherry,1,299.99,299.99,2025-05-31,2025,May,179.994,119.99600000000001,40.0,299.99
2598,3932,29,Juice,2,3.99,7.98,2025-05-31,2025,May,4.788,3.192,40.0,3.99
3418,3193,12,Annibale Colombo Sofa,1,2499.99,2499.99,2025-05-31,2025,May,1499.994,999.9959999999999,40.0,2499.99
4308,1035,7,Chanel Coco Noir Eau De,5,129.99,649.95,2025-05-31,2025,May,389.97,259.98,40.0,129.99
691,3243,14,Knoll Saarinen Executive Conference Chair,1,499.99,499.99,2025-05-31,2025,May,299.99399999999997,199.99600000000004,40.00000000000001,499.99
3096,3658,8,Dior J'adore,1,89.99,89.99,2025-05-31,2025,May,53.99399999999999,35.996,40.0,89.99
1101,2705,21,Cucumber,5,1.49,7.45,2025-05-31,2025,May,4.47,2.9800000000000004,40.0,1.49
1394,2808,7,Chanel Coco Noir Eau De,5,129.99,649.95,2025-05-31,2025,May,389.97,259.98,40.0,129.99
4998,4326,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-05-31,2025,May,11.993999999999998,7.996,40.00000000000001,19.99
4900,4260,13,Bedside Table African Cherry,2,299.99,599.98,2025-05-31,2025,May,359.988,239.99200000000002,40.0,299.99
1656,2598,13,Bedside Table African Cherry,3,299.99,899.97,2025-05-31,2025,May,539.982,359.98800000000006,40.00000000000001,299.99
3082,1650,5,Red Nail Polish,3,8.99,26.97,2025-06-01,2025,June,16.182,10.788,40.0,8.99
3365,3903,20,Cooking Oil,2,4.99,9.98,2025-06-01,2025,June,5.988,3.992,40.0,4.99
4252,3040,28,Ice Cream,3,5.49,16.47,2025-06-01,2025,June,9.882,6.587999999999999,40.0,5.489999999999999
4124,2684,23,Eggs,4,2.99,11.96,2025-06-01,2025,June,7.176,4.784000000000001,40.0,2.99
4382,4358,16,Apple,4,1.99,7.96,2025-06-01,2025,June,4.776,3.184,40.0,1.99
4227,4025,28,Ice Cream,4,5.49,21.96,2025-06-01,2025,June,13.176,8.784,40.0,5.49
3264,2266,22,Dog Food,2,10.99,21.98,2025-06-01,2025,June,13.188,8.792,40.0,10.99
4583,3743,5,Red Nail Polish,3,8.99,26.97,2025-06-01,2025,June,16.182,10.788,40.0,8.99
820,1048,28,Ice Cream,1,5.49,5.49,2025-06-01,2025,June,3.294,2.196,40.0,5.49
2804,3072,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-06-01,2025,June,11.993999999999998,7.996,40.00000000000001,19.99
3682,3079,13,Bedside Table African Cherry,5,299.99,1499.95,2025-06-01,2025,June,899.97,599.98,40.0,299.99
2394,1222,9,Dolce Shine Eau de,3,69.99,209.97,2025-06-01,2025,June,125.982,83.988,40.0,69.99
1657,3861,2,Eyeshadow Palette with Mirror,4,19.99,79.96,2025-06-02,2025,June,47.97599999999999,31.984,40.00000000000001,19.99
2294,3602,7,Chanel Coco Noir Eau De,1,129.99,129.99,2025-06-02,2025,June,77.994,51.99600000000001,40.0,129.99
148,3743,12,Annibale Colombo Sofa,5,2499.99,12499.95,2025-06-02,2025,June,7499.97,4999.9800000000005,40.0,2499.9900000000002
4210,3971,22,Dog Food,5,10.99,54.95,2025-06-02,2025,June,32.97,21.980000000000004,40.00000000000001,10.99
1019,2580,5,Red Nail Polish,3,8.99,26.97,2025-06-02,2025,June,16.182,10.788,40.0,8.99
3882,1633,23,Eggs,5,2.99,14.95,2025-06-02,2025,June,8.969999999999999,5.98,40.0,2.9899999999999998
340,2733,6,Calvin Klein CK One,5,49.99,249.95,2025-06-02,2025,June,149.97,99.97999999999999,40.0,49.989999999999995
1138,3515,21,Cucumber,1,1.49,1.49,2025-06-02,2025,June,0.894,0.596,40.0,1.49
3547,4736,3,Powder Canister,5,14.99,74.95,2025-06-02,2025,June,44.97,29.980000000000004,40.0,14.99
2119,1578,10,Gucci Bloom Eau de,4,79.99,319.96,2025-06-02,2025,June,191.97599999999997,127.98400000000001,40.00000000000001,79.99
3910,1261,8,Dior J'adore,5,89.99,449.95,2025-06-02,2025,June,269.96999999999997,179.98000000000002,40.00000000000001,89.99
787,3375,1,Essence Mascara Lash Princess,5,9.99,49.95,2025-06-02,2025,June,29.97,19.980000000000004,40.00000000000001,9.99
277,1655,28,Ice Cream,2,5.49,10.98,2025-06-02,2025,June,6.588,4.392,40.0,5.49
4786,1277,3,Powder Canister,3,14.99,44.97,2025-06-02,2025,June,26.982,17.988,40.0,14.99
1571,1216,23,Eggs,4,2.99,11.96,2025-06-02,2025,June,7.176,4.784000000000001,40.0,2.99
4683,3889,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-06-03,2025,June,11.993999999999998,7.996,40.00000000000001,19.99
464,2883,29,Juice,5,3.99,19.950000000000003,2025-06-03,2025,June,11.97,7.980000000000002,40.00000000000001,3.9900000000000007
3665,2953,29,Juice,2,3.99,7.98,2025-06-03,2025,June,4.788,3.192,40.0,3.99
2529,4862,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-06-03,2025,June,4559.976,3039.9840000000004,40.0,1899.99
1117,2033,4,Red Lipstick,2,12.99,25.98,2025-06-03,2025,June,15.588,10.392000000000001,40.0,12.99
1791,4825,9,Dolce Shine Eau de,2,69.99,139.98,2025-06-03,2025,June,83.98799999999999,55.992000000000004,40.00000000000001,69.99
4576,1993,13,Bedside Table African Cherry,1,299.99,299.99,2025-06-03,2025,June,179.994,119.99600000000001,40.0,299.99
3017,4669,8,Dior J'adore,3,89.99,269.97,2025-06-03,2025,June,161.982,107.98800000000003,40.00000000000001,89.99000000000001
3021,2111,24,Fish Steak,2,14.99,29.98,2025-06-03,2025,June,17.988,11.992,40.0,14.99
832,4426,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2025-06-03,2025,June,959.9879999999999,639.9920000000001,40.0,799.99
1141,3873,4,Red Lipstick,2,12.99,25.98,2025-06-03,2025,June,15.588,10.392000000000001,40.0,12.99
332,4944,19,Chicken Meat,5,9.99,49.95,2025-06-03,2025,June,29.97,19.980000000000004,40.00000000000001,9.99
4444,4766,19,Chicken Meat,5,9.99,49.95,2025-06-03,2025,June,29.97,19.980000000000004,40.00000000000001,9.99
4298,1356,22,Dog Food,4,10.99,43.96,2025-06-03,2025,June,26.376,17.584,40.0,10.99
3546,1890,22,Dog Food,5,10.99,54.95,2025-06-03,2025,June,32.97,21.980000000000004,40.00000000000001,10.99
496,3162,15,Wooden Bathroom Sink With Mirror,5,799.99,3999.95,2025-06-03,2025,June,2399.97,1599.98,40.0,799.99
4945,4805,13,Bedside Table African Cherry,4,299.99,1199.96,2025-06-03,2025,June,719.976,479.98400000000004,40.0,299.99
4551,4546,8,Dior J'adore,4,89.99,359.96,2025-06-04,2025,June,215.97599999999997,143.984,40.0,89.99
575,2974,22,Dog Food,2,10.99,21.98,2025-06-04,2025,June,13.188,8.792,40.0,10.99
4425,3411,16,Apple,5,1.99,9.95,2025-06-04,2025,June,5.97,3.9799999999999995,40.0,1.9899999999999998
245,3797,26,Green Chili Pepper,3,0.99,2.97,2025-06-04,2025,June,1.782,1.1880000000000002,40.0,0.9900000000000001
85,3488,14,Knoll Saarinen Executive Conference Chair,4,499.99,1999.96,2025-06-04,2025,June,1199.9759999999999,799.9840000000002,40.00000000000001,499.99
613,3815,23,Eggs,2,2.99,5.98,2025-06-04,2025,June,3.588,2.3920000000000003,40.0,2.99
4822,3740,18,Cat Food,1,8.99,8.99,2025-06-04,2025,June,5.394,3.596,40.0,8.99
1425,1474,25,Green Bell Pepper,3,1.29,3.87,2025-06-04,2025,June,2.322,1.548,40.0,1.29
724,4004,10,Gucci Bloom Eau de,4,79.99,319.96,2025-06-04,2025,June,191.97599999999997,127.98400000000001,40.00000000000001,79.99
545,4915,11,Annibale Colombo Bed,2,1899.99,3799.98,2025-06-04,2025,June,2279.988,1519.9920000000002,40.0,1899.99
276,1583,1,Essence Mascara Lash Princess,4,9.99,39.96,2025-06-04,2025,June,23.976,15.984000000000002,40.0,9.99
1356,2875,24,Fish Steak,1,14.99,14.99,2025-06-04,2025,June,8.994,5.996,40.0,14.99
4449,1156,13,Bedside Table African Cherry,2,299.99,599.98,2025-06-04,2025,June,359.988,239.99200000000002,40.0,299.99
57,1736,16,Apple,1,1.99,1.99,2025-06-05,2025,June,1.194,0.796,40.0,1.99
60,2511,1,Essence Mascara Lash Princess,3,9.99,29.97,2025-06-05,2025,June,17.982,11.988,40.0,9.99
450,2829,15,Wooden Bathroom Sink With Mirror,4,799.99,3199.96,2025-06-05,2025,June,1919.9759999999999,1279.9840000000002,40.0,799.99
1879,4439,26,Green Chili Pepper,3,0.99,2.97,2025-06-05,2025,June,1.782,1.1880000000000002,40.0,0.9900000000000001
699,1469,19,Chicken Meat,3,9.99,29.97,2025-06-05,2025,June,17.982,11.988,40.0,9.99
3941,3050,8,Dior J'adore,5,89.99,449.95,2025-06-05,2025,June,269.96999999999997,179.98000000000002,40.00000000000001,89.99
4395,1978,26,Green Chili Pepper,2,0.99,1.98,2025-06-05,2025,June,1.188,0.792,40.0,0.99
1991,3748,3,Powder Canister,1,14.99,14.99,2025-06-05,2025,June,8.994,5.996,40.0,14.99
2314,4294,24,Fish Steak,5,14.99,74.95,2025-06-05,2025,June,44.97,29.980000000000004,40.0,14.99
4949,3568,29,Juice,4,3.99,15.96,2025-06-05,2025,June,9.576,6.384,40.0,3.99
3607,3575,12,Annibale Colombo Sofa,4,2499.99,9999.96,2025-06-05,2025,June,5999.976,3999.9839999999995,40.0,2499.99
3401,2130,25,Green Bell Pepper,3,1.29,3.87,2025-06-05,2025,June,2.322,1.548,40.0,1.29
2918,3139,24,Fish Steak,2,14.99,29.98,2025-06-05,2025,June,17.988,11.992,40.0,14.99
1760,2342,28,Ice Cream,4,5.49,21.96,2025-06-05,2025,June,13.176,8.784,40.0,5.49
741,1120,12,Annibale Colombo Sofa,5,2499.99,12499.95,2025-06-05,2025,June,7499.97,4999.9800000000005,40.0,2499.9900000000002
396,2420,30,Kiwi,2,2.49,4.98,2025-06-05,2025,June,2.988,1.9920000000000004,40.00000000000001,2.49
2948,3907,14,Knoll Saarinen Executive Conference Chair,2,499.99,999.98,2025-06-06,2025,June,599.9879999999999,399.9920000000001,40.00000000000001,499.99
3710,1737,7,Chanel Coco Noir Eau De,1,129.99,129.99,2025-06-06,2025,June,77.994,51.99600000000001,40.0,129.99
4731,3502,4,Red Lipstick,1,12.99,12.99,2025-06-06,2025,June,7.794,5.196000000000001,40.0,12.99
3866,1374,19,Chicken Meat,2,9.99,19.98,2025-06-06,2025,June,11.988,7.992000000000001,40.0,9.99
4942,1246,19,Chicken Meat,3,9.99,29.97,2025-06-06,2025,June,17.982,11.988,40.0,9.99
2478,4700,27,Honey Jar,5,6.99,34.95,2025-06-06,2025,June,20.970000000000002,13.98,40.0,6.99
2017,4159,10,Gucci Bloom Eau de,1,79.99,79.99,2025-06-06,2025,June,47.99399999999999,31.996000000000002,40.00000000000001,79.99
3526,4543,5,Red Nail Polish,5,8.99,44.95,2025-06-06,2025,June,26.970000000000002,17.98,40.0,8.99
2421,2970,27,Honey Jar,4,6.99,27.96,2025-06-06,2025,June,16.776,11.184000000000001,40.0,6.99
3172,4525,26,Green Chili Pepper,4,0.99,3.96,2025-06-06,2025,June,2.376,1.584,40.0,0.99
4172,3405,25,Green Bell Pepper,1,1.29,1.29,2025-06-06,2025,June,0.774,0.516,40.0,1.29
2862,4340,24,Fish Steak,3,14.99,44.97,2025-06-06,2025,June,26.982,17.988,40.0,14.99
2686,2435,8,Dior J'adore,5,89.99,449.95,2025-06-06,2025,June,269.96999999999997,179.98000000000002,40.00000000000001,89.99
844,1055,16,Apple,3,1.99,5.97,2025-06-07,2025,June,3.582,2.388,40.0,1.99
3277,1068,25,Green Bell Pepper,1,1.29,1.29,2025-06-07,2025,June,0.774,0.516,40.0,1.29
2444,4295,26,Green Chili Pepper,4,0.99,3.96,2025-06-07,2025,June,2.376,1.584,40.0,0.99
1888,1706,14,Knoll Saarinen Executive Conference Chair,1,499.99,499.99,2025-06-07,2025,June,299.99399999999997,199.99600000000004,40.00000000000001,499.99
1662,3384,29,Juice,3,3.99,11.97,2025-06-07,2025,June,7.182,4.788,40.0,3.99
3986,3347,27,Honey Jar,5,6.99,34.95,2025-06-07,2025,June,20.970000000000002,13.98,40.0,6.99
1276,2223,18,Cat Food,4,8.99,35.96,2025-06-07,2025,June,21.576,14.384,40.0,8.99
2160,2172,3,Powder Canister,3,14.99,44.97,2025-06-07,2025,June,26.982,17.988,40.0,14.99
2653,4414,7,Chanel Coco Noir Eau De,4,129.99,519.96,2025-06-07,2025,June,311.976,207.98400000000004,40.0,129.99
2797,4633,24,Fish Steak,4,14.99,59.96,2025-06-07,2025,June,35.976,23.984,40.0,14.99
3638,3524,28,Ice Cream,3,5.49,16.47,2025-06-08,2025,June,9.882,6.587999999999999,40.0,5.489999999999999
1130,2513,10,Gucci Bloom Eau de,3,79.99,239.97,2025-06-08,2025,June,143.982,95.988,40.0,79.99
3953,1176,4,Red Lipstick,4,12.99,51.96,2025-06-08,2025,June,31.176,20.784000000000002,40.0,12.99
4886,3718,13,Bedside Table African Cherry,3,299.99,899.97,2025-06-08,2025,June,539.982,359.98800000000006,40.00000000000001,299.99
2509,4404,19,Chicken Meat,3,9.99,29.97,2025-06-08,2025,June,17.982,11.988,40.0,9.99
1809,2370,7,Chanel Coco Noir Eau De,1,129.99,129.99,2025-06-08,2025,June,77.994,51.99600000000001,40.0,129.99
4800,3561,19,Chicken Meat,4,9.99,39.96,2025-06-08,2025,June,23.976,15.984000000000002,40.0,9.99
2906,3454,9,Dolce Shine Eau de,3,69.99,209.97,2025-06-08,2025,June,125.982,83.988,40.0,69.99
926,2458,28,Ice Cream,1,5.49,5.49,2025-06-08,2025,June,3.294,2.196,40.0,5.49
3465,4362,27,Honey Jar,5,6.99,34.95,2025-06-08,2025,June,20.970000000000002,13.98,40.0,6.99
3175,1367,29,Juice,1,3.99,3.99,2025-06-08,2025,June,2.394,1.596,40.0,3.99
3825,1606,21,Cucumber,4,1.49,5.96,2025-06-08,2025,June,3.576,2.384,40.0,1.49
174,2520,7,Chanel Coco Noir Eau De,2,129.99,259.98,2025-06-08,2025,June,155.988,103.99200000000002,40.0,129.99
4164,1298,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-06-08,2025,June,479.99399999999997,319.99600000000004,40.0,799.99
2684,3128,26,Green Chili Pepper,1,0.99,0.99,2025-06-08,2025,June,0.594,0.396,40.0,0.99
1692,4172,25,Green Bell Pepper,4,1.29,5.16,2025-06-09,2025,June,3.096,2.064,40.0,1.29
2910,1207,20,Cooking Oil,4,4.99,19.96,2025-06-09,2025,June,11.976,7.984,40.0,4.99
4041,3238,18,Cat Food,3,8.99,26.97,2025-06-09,2025,June,16.182,10.788,40.0,8.99
4353,3360,17,Beef Steak,5,12.99,64.95,2025-06-09,2025,June,38.97,25.980000000000004,40.0,12.99
4922,1908,1,Essence Mascara Lash Princess,5,9.99,49.95,2025-06-09,2025,June,29.97,19.980000000000004,40.00000000000001,9.99
41,1841,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2025-06-09,2025,June,1439.9820000000002,959.988,40.0,799.9900000000001
3885,1428,28,Ice Cream,4,5.49,21.96,2025-06-09,2025,June,13.176,8.784,40.0,5.49
3326,4213,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-06-09,2025,June,4559.976,3039.9840000000004,40.0,1899.99
3345,1164,22,Dog Food,5,10.99,54.95,2025-06-09,2025,June,32.97,21.980000000000004,40.00000000000001,10.99
3917,2831,20,Cooking Oil,3,4.99,14.97,2025-06-09,2025,June,8.982,5.988000000000001,40.00000000000001,4.99
3197,4321,21,Cucumber,5,1.49,7.45,2025-06-09,2025,June,4.47,2.9800000000000004,40.0,1.49
1212,3481,13,Bedside Table African Cherry,4,299.99,1199.96,2025-06-09,2025,June,719.976,479.98400000000004,40.0,299.99
1820,2326,6,Calvin Klein CK One,4,49.99,199.96,2025-06-09,2025,June,119.976,79.98400000000001,40.0,49.99
1486,1270,21,Cucumber,5,1.49,7.45,2025-06-09,2025,June,4.47,2.9800000000000004,40.0,1.49
761,3974,3,Powder Canister,4,14.99,59.96,2025-06-10,2025,June,35.976,23.984,40.0,14.99
4503,1686,19,Chicken Meat,1,9.99,9.99,2025-06-10,2025,June,5.994,3.9960000000000004,40.0,9.99
