order_id,customer_id,product_id,product_name,quantity,price,revenue,order_date
153,4317,6,Calvin Klein CK One,3,49.99,149.97,2025-10-22
154,3677,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2026-04-18
155,2774,30,Kiwi,4,2.49,9.96,2026-04-26
156,4473,17,Beef Steak,5,12.99,64.95,2025-05-30
157,1453,4,Red Lipstick,2,12.99,25.98,2025-10-26
158,2831,10,Gucci Bloom Eau de,4,79.99,319.96,2025-09-03
159,3461,28,Ice Cream,4,5.49,21.96,2025-09-04
160,1236,7,Chanel Coco Noir Eau De,2,129.99,259.98,2025-09-09
161,3629,18,Cat Food,5,8.99,44.95,2025-09-02
162,3690,20,Cooking Oil,3,4.99,14.97,2025-06-21
163,1119,1,Essence Mascara Lash Princess,2,9.99,19.98,2025-07-23
164,2026,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-10-27
165,4510,29,Juice,5,3.99,19.950000000000003,2025-06-13
166,3427,25,Green Bell Pepper,1,1.29,1.29,2025-07-10
167,1473,1,Essence Mascara Lash Princess,5,9.99,49.95,2026-04-13
168,2127,4,Red Lipstick,2,12.99,25.98,2025-05-29
169,2500,3,Powder Canister,2,14.99,29.98,2025-07-16
170,3213,25,Green Bell Pepper,3,1.29,3.87,2025-10-02
171,3146,28,Ice Cream,2,5.49,10.98,2025-09-30
172,4754,24,Fish Steak,4,14.99,59.96,2026-02-18
173,2441,26,Green Chili Pepper,4,0.99,3.96,2025-06-17
174,2520,7,Chanel Coco Noir Eau De,2,129.99,259.98,2025-06-08
175,3602,14,Knoll Saarinen Executive Conference Chair,5,499.99,2499.95,2025-10-18
176,3730,14,Knoll Saarinen Executive Conference Chair,4,499.99,1999.96,2025-05-26
177,2388,17,Beef Steak,5,12.99,64.95,2025-10-31
178,3010,16,Apple,1,1.99,1.99,2025-11-09
179,1491,21,Cucumber,5,1.49,7.45,2026-02-07
180,1912,17,Beef Steak,4,12.99,51.96,2026-02-05
181,1674,17,Beef Steak,3,12.99,38.97,2026-04-09
182,3832,2,Eyeshadow Palette with Mirror,3,19.99,59.97,2026-05-14
183,1905,21,Cucumber,3,1.49,4.47,2025-12-30
184,4391,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-08-19
185,1464,26,Green Chili Pepper,4,0.99,3.96,2026-01-20
186,2759,13,Bedside Table African Cherry,2,299.99,599.98,2025-07-20
187,1383,4,Red Lipstick,3,12.99,38.97,2025-11-23
188,2364,13,Bedside Table African Cherry,2,299.99,599.98,2025-10-08
189,4665,20,Cooking Oil,4,4.99,19.96,2025-10-10
190,1324,3,Powder Canister,5,14.99,74.95,2026-05-03
191,4539,18,Cat Food,2,8.99,17.98,2025-09-15
192,3637,12,Annibale Colombo Sofa,5,2499.99,12499.949999999999,2025-07-04
193,2929,27,Honey Jar,4,6.99,27.96,2025-08-25
194,1984,16,Apple,1,1.99,1.99,2026-03-10
195,3784,30,Kiwi,5,2.49,12.450000000000001,2026-04-12
196,3721,6,Calvin Klein CK One,3,49.99,149.97,2025-06-29
197,1515,26,Green Chili Pepper,4,0.99,3.96,2026-03-26
198,1180,2,Eyeshadow Palette with Mirror,3,19.99,59.97,2025-11-18
199,3413,24,Fish Steak,5,14.99,74.95,2026-01-04
200,4991,8,Dior J'adore,4,89.99,359.96,2026-02-18
201,4574,20,Cooking Oil,1,4.99,4.99,2026-03-26
202,3483,7,Chanel Coco Noir Eau De,4,129.99,519.96,2025-11-08
203,1059,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2026-03-24
204,4962,1,Essence Mascara Lash Princess,1,9.99,9.99,2025-09-20
205,3373,14,Knoll Saarinen Executive Conference Chair,3,499.99,1499.97,2026-02-13
206,4273,23,Eggs,4,2.99,11.96,2026-03-03
207,1305,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-05-30
208,2464,10,Gucci Bloom Eau de,2,79.99,159.98,2026-05-01
209,1967,17,Beef Steak,3,12.99,38.97,2026-01-06
210,4669,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-07-20
211,3438,25,Green Bell Pepper,5,1.29,6.45,2025-08-24
212,4181,11,Annibale Colombo Bed,5,1899.99,9499.95,2025-07-30
213,3967,24,Fish Steak,1,14.99,14.99,2025-09-20
214,3820,28,Ice Cream,3,5.49,16.47,2025-10-24
215,2776,20,Cooking Oil,5,4.99,24.950000000000003,2026-04-17
216,4587,6,Calvin Klein CK One,2,49.99,99.98,2025-06-11
217,4337,22,Dog Food,5,10.99,54.95,2025-12-19
218,2194,22,Dog Food,3,10.99,32.97,2025-08-25
219,2127,25,Green Bell Pepper,1,1.29,1.29,2025-10-01
220,3258,2,Eyeshadow Palette with Mirror,5,19.99,99.94999999999999,2026-05-20
221,1841,6,Calvin Klein CK One,1,49.99,49.99,2025-07-03
222,3538,14,Knoll Saarinen Executive Conference Chair,1,499.99,499.99,2026-03-27
223,1853,7,Chanel Coco Noir Eau De,2,129.99,259.98,2025-11-09
224,2185,11,Annibale Colombo Bed,5,1899.99,9499.95,2026-02-22
225,2101,15,Wooden Bathroom Sink With Mirror,5,799.99,3999.95,2025-10-24
226,1151,9,Dolce Shine Eau de,3,69.99,209.96999999999997,2025-07-16
227,4125,29,Juice,5,3.99,19.950000000000003,2026-02-13
228,2828,18,Cat Food,3,8.99,26.97,2026-03-29
229,1589,23,Eggs,2,2.99,5.98,2025-10-06
230,1642,8,Dior J'adore,4,89.99,359.96,2026-04-11
231,2150,9,Dolce Shine Eau de,3,69.99,209.96999999999997,2026-02-24
232,2260,25,Green Bell Pepper,3,1.29,3.87,2026-03-17
233,1707,17,Beef Steak,4,12.99,51.96,2026-04-07
234,4488,16,Apple,5,1.99,9.95,2026-04-14
235,4320,21,Cucumber,4,1.49,5.96,2026-03-31
236,4031,13,Bedside Table African Cherry,3,299.99,899.97,2026-02-10
237,4451,18,Cat Food,1,8.99,8.99,2025-11-04
238,3311,17,Beef Steak,4,12.99,51.96,2025-12-31
239,3930,25,Green Bell Pepper,4,1.29,5.16,2025-12-15
240,3676,23,Eggs,1,2.99,2.99,2026-02-22
241,2802,28,Ice Cream,1,5.49,5.49,2026-03-27
242,4130,30,Kiwi,4,2.49,9.96,2026-02-07
243,2954,25,Green Bell Pepper,3,1.29,3.87,2025-12-07
244,4353,14,Knoll Saarinen Executive Conference Chair,1,499.99,499.99,2025-06-28
245,3797,26,Green Chili Pepper,3,0.99,2.9699999999999998,2025-06-04
246,2690,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-09-05
247,4738,29,Juice,3,3.99,11.97,2025-12-04
248,2554,28,Ice Cream,1,5.49,5.49,2025-06-25
249,2455,27,Honey Jar,3,6.99,20.97,2025-10-05
250,3108,4,Red Lipstick,3,12.99,38.97,2026-05-22
251,4483,26,Green Chili Pepper,4,0.99,3.96,2025-09-24
252,2946,5,Red Nail Polish,1,8.99,8.99,2025-07-24
253,4717,2,Eyeshadow Palette with Mirror,3,19.99,59.97,2026-01-01
254,2576,22,Dog Food,3,10.99,32.97,2025-06-15
255,3598,6,Calvin Klein CK One,3,49.99,149.97,2025-10-03
256,3719,28,Ice Cream,1,5.49,5.49,2025-07-29
257,4413,23,Eggs,5,2.99,14.950000000000001,2025-09-08
258,3509,9,Dolce Shine Eau de,3,69.99,209.96999999999997,2026-01-04
259,1962,17,Beef Steak,3,12.99,38.97,2025-11-06
260,3556,4,Red Lipstick,1,12.99,12.99,2026-03-25
261,2274,22,Dog Food,3,10.99,32.97,2025-08-22
262,1162,24,Fish Steak,5,14.99,74.95,2026-04-29
263,1112,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2026-05-12
264,3694,6,Calvin Klein CK One,5,49.99,249.95000000000002,2025-09-30
265,3961,6,Calvin Klein CK One,4,49.99,199.96,2026-01-08
266,1074,19,Chicken Meat,4,9.99,39.96,2025-11-15
267,1900,23,Eggs,3,2.99,8.97,2025-12-23
268,4588,7,Chanel Coco Noir Eau De,2,129.99,259.98,2025-08-21
269,4755,25,Green Bell Pepper,2,1.29,2.58,2025-08-16
270,1970,22,Dog Food,5,10.99,54.95,2025-07-26
271,4769,26,Green Chili Pepper,1,0.99,0.99,2025-08-10
272,4610,23,Eggs,1,2.99,2.99,2025-10-20
273,3955,15,Wooden Bathroom Sink With Mirror,5,799.99,3999.95,2025-10-20
274,1246,30,Kiwi,4,2.49,9.96,2025-07-21
275,2814,28,Ice Cream,3,5.49,16.47,2025-10-03
276,1583,1,Essence Mascara Lash Princess,4,9.99,39.96,2025-06-04
277,1655,28,Ice Cream,2,5.49,10.98,2025-06-02
278,4880,2,Eyeshadow Palette with Mirror,3,19.99,59.97,2025-06-11
279,3136,26,Green Chili Pepper,5,0.99,4.95,2025-06-27
280,4690,13,Bedside Table African Cherry,2,299.99,599.98,2025-08-05
281,1174,27,Honey Jar,2,6.99,13.98,2025-10-05
282,4444,26,Green Chili Pepper,2,0.99,1.98,2025-07-15
283,3394,16,Apple,2,1.99,3.98,2026-04-29
284,1851,5,Red Nail Polish,2,8.99,17.98,2026-03-15
285,3356,3,Powder Canister,5,14.99,74.95,2026-01-15
286,2984,21,Cucumber,2,1.49,2.98,2025-10-10
287,2578,29,Juice,5,3.99,19.950000000000003,2026-04-07
288,1262,5,Red Nail Polish,1,8.99,8.99,2026-03-28
289,1172,12,Annibale Colombo Sofa,4,2499.99,9999.96,2025-09-18
290,4258,17,Beef Steak,4,12.99,51.96,2025-06-27
291,3178,24,Fish Steak,4,14.99,59.96,2025-06-25
292,4575,14,Knoll Saarinen Executive Conference Chair,2,499.99,999.98,2025-12-29
293,4984,27,Honey Jar,4,6.99,27.96,2026-04-13
294,3708,30,Kiwi,1,2.49,2.49,2026-05-03
295,3274,5,Red Nail Polish,3,8.99,26.97,2025-10-10
296,2283,25,Green Bell Pepper,3,1.29,3.87,2025-11-26
297,3514,12,Annibale Colombo Sofa,3,2499.99,7499.969999999999,2025-06-25
298,2679,5,Red Nail Polish,3,8.99,26.97,2025-07-09
299,4966,5,Red Nail Polish,4,8.99,35.96,2025-11-15
300,3157,5,Red Nail Polish,4,8.99,35.96,2026-04-21
301,3714,11,Annibale Colombo Bed,2,1899.99,3799.98,2026-02-07
302,2728,14,Knoll Saarinen Executive Conference Chair,3,499.99,1499.97,2026-03-16
303,1737,19,Chicken Meat,5,9.99,49.95,2025-11-09
304,1459,25,Green Bell Pepper,5,1.29,6.45,2025-09-28
305,4670,27,Honey Jar,1,6.99,6.99,2026-05-21
306,2497,9,Dolce Shine Eau de,3,69.99,209.96999999999997,2025-09-15
307,3059,25,Green Bell Pepper,3,1.29,3.87,2025-08-15
308,3675,20,Cooking Oil,5,4.99,24.950000000000003,2026-01-12
309,2772,30,Kiwi,2,2.49,4.98,2025-10-25
310,2038,19,Chicken Meat,5,9.99,49.95,2026-03-17
311,3128,24,Fish Steak,2,14.99,29.98,2025-08-05
312,3725,17,Beef Steak,4,12.99,51.96,2025-12-04
313,4564,14,Knoll Saarinen Executive Conference Chair,1,499.99,499.99,2025-10-16
314,1273,25,Green Bell Pepper,2,1.29,2.58,2026-02-25
315,2172,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-07-07
316,2240,6,Calvin Klein CK One,2,49.99,99.98,2026-01-19
317,3452,8,Dior J'adore,4,89.99,359.96,2025-11-06
318,4877,28,Ice Cream,2,5.49,10.98,2025-11-21
319,1509,28,Ice Cream,4,5.49,21.96,2025-10-30
320,3444,21,Cucumber,1,1.49,1.49,2025-09-13
321,1292,11,Annibale Colombo Bed,1,1899.99,1899.99,2025-12-28
322,3176,6,Calvin Klein CK One,1,49.99,49.99,2026-02-12
323,3769,29,Juice,3,3.99,11.97,2026-02-22
324,3218,23,Eggs,3,2.99,8.97,2025-11-26
325,2370,23,Eggs,1,2.99,2.99,2025-09-02
326,1019,13,Bedside Table African Cherry,1,299.99,299.99,2025-07-08
327,1228,29,Juice,3,3.99,11.97,2026-02-15
328,2594,27,Honey Jar,3,6.99,20.97,2025-06-25
329,1039,21,Cucumber,1,1.49,1.49,2025-12-31
330,3552,16,Apple,1,1.99,1.99,2026-02-11
331,1500,13,Bedside Table African Cherry,5,299.99,1499.95,2025-10-01
332,4944,19,Chicken Meat,5,9.99,49.95,2025-06-03
333,3896,9,Dolce Shine Eau de,4,69.99,279.96,2025-07-30
334,2209,1,Essence Mascara Lash Princess,1,9.99,9.99,2025-09-12
335,4521,12,Annibale Colombo Sofa,1,2499.99,2499.99,2025-08-03
336,1254,12,Annibale Colombo Sofa,4,2499.99,9999.96,2025-08-24
337,2465,19,Chicken Meat,1,9.99,9.99,2026-05-01
338,1837,6,Calvin Klein CK One,4,49.99,199.96,2025-12-02
339,2977,14,Knoll Saarinen Executive Conference Chair,5,499.99,2499.95,2026-05-03
340,2733,6,Calvin Klein CK One,5,49.99,249.95000000000002,2025-06-02
341,1702,15,Wooden Bathroom Sink With Mirror,5,799.99,3999.95,2025-07-13
342,1521,5,Red Nail Polish,4,8.99,35.96,2026-05-11
343,1743,5,Red Nail Polish,4,8.99,35.96,2025-09-19
344,4731,20,Cooking Oil,5,4.99,24.950000000000003,2026-04-22
345,3748,24,Fish Steak,2,14.99,29.98,2025-08-01
346,4893,14,Knoll Saarinen Executive Conference Chair,4,499.99,1999.96,2026-05-07
347,4787,4,Red Lipstick,1,12.99,12.99,2025-09-21
348,4770,8,Dior J'adore,1,89.99,89.99,2025-11-27
349,3950,18,Cat Food,1,8.99,8.99,2026-02-08
350,1672,1,Essence Mascara Lash Princess,2,9.99,19.98,2025-11-25
351,4914,17,Beef Steak,3,12.99,38.97,2025-08-31
352,1834,6,Calvin Klein CK One,1,49.99,49.99,2025-10-05
353,3208,19,Chicken Meat,2,9.99,19.98,2025-09-12
354,4972,25,Green Bell Pepper,4,1.29,5.16,2025-10-04
355,3000,14,Knoll Saarinen Executive Conference Chair,3,499.99,1499.97,2025-08-18
356,3967,27,Honey Jar,4,6.99,27.96,2025-10-29
357,1794,18,Cat Food,2,8.99,17.98,2026-03-18
358,4934,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2025-11-18
359,1735,20,Cooking Oil,4,4.99,19.96,2026-02-06
360,2901,19,Chicken Meat,3,9.99,29.97,2026-03-04
361,1838,26,Green Chili Pepper,5,0.99,4.95,2025-06-29
362,1031,18,Cat Food,5,8.99,44.95,2026-03-06
363,3876,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-10-25
364,1262,17,Beef Steak,2,12.99,25.98,2026-02-16
365,2912,16,Apple,3,1.99,5.97,2025-12-01
366,1528,15,Wooden Bathroom Sink With Mirror,2,799.99,1599.98,2026-02-22
367,2363,29,Juice,4,3.99,15.96,2026-05-05
368,1593,17,Beef Steak,5,12.99,64.95,2025-09-20
369,1761,2,Eyeshadow Palette with Mirror,5,19.99,99.94999999999999,2026-04-18
370,1624,20,Cooking Oil,3,4.99,14.97,2026-03-10
371,1907,15,Wooden Bathroom Sink With Mirror,4,799.99,3199.96,2026-02-10
372,1869,29,Juice,4,3.99,15.96,2025-06-29
373,1861,7,Chanel Coco Noir Eau De,1,129.99,129.99,2025-08-08
374,2158,2,Eyeshadow Palette with Mirror,5,19.99,99.94999999999999,2025-10-16
375,3940,2,Eyeshadow Palette with Mirror,2,19.99,39.98,2026-03-08
376,2299,6,Calvin Klein CK One,3,49.99,149.97,2026-04-04
377,1689,1,Essence Mascara Lash Princess,5,9.99,49.95,2025-11-24
378,3093,15,Wooden Bathroom Sink With Mirror,4,799.99,3199.96,2026-05-15
379,4781,25,Green Bell Pepper,5,1.29,6.45,2025-11-17
380,1107,13,Bedside Table African Cherry,2,299.99,599.98,2026-01-25
381,1053,10,Gucci Bloom Eau de,4,79.99,319.96,2026-05-05
382,1689,26,Green Chili Pepper,1,0.99,0.99,2026-04-22
383,4586,21,Cucumber,4,1.49,5.96,2025-10-24
384,2136,30,Kiwi,1,2.49,2.49,2026-03-21
385,2251,11,Annibale Colombo Bed,4,1899.99,7599.96,2025-07-23
386,3197,15,Wooden Bathroom Sink With Mirror,3,799.99,2399.9700000000003,2026-02-21
387,1962,15,Wooden Bathroom Sink With Mirror,1,799.99,799.99,2025-11-24
388,4088,16,Apple,5,1.99,9.95,2025-12-06
389,3091,4,Red Lipstick,2,12.99,25.98,2025-10-14
390,4856,2,Eyeshadow Palette with Mirror,1,19.99,19.99,2025-10-09
391,1196,14,Knoll Saarinen Executive Conference Chair,2,499.99,999.98,2025-06-22
392,4431,21,Cucumber,3,1.49,4.47,2026-01-23
393,4759,11,Annibale Colombo Bed,1,1899.99,1899.99,2025-09-22
394,3723,3,Powder Canister,3,14.99,44.97,2026-04-05
395,1570,6,Calvin Klein CK One,3,49.99,149.97,2025-09-14
396,2420,30,Kiwi,2,2.49,4.98,2025-06-05
397,3856,29,Juice,2,3.99,7.98,2026-04-08
398,4955,4,Red Lipstick,1,12.99,12.99,2025-11-16
399,3346,24,Fish Steak,3,14.99,44.97,2026-02-25
400,3995,8,Dior J'adore,2,89.99,179.98,2025-09-26
401,3824,3,Powder Canister,4,14.99,59.96,2025-12-08
402,2709,9,Dolce Shine Eau de,5,69.99,349.95,2025-08-13
